applicant_id,age,employment_type,years_employed,annual_income_lakhs,monthly_income_lakhs,dependents,state,property_area,cibil_score,credit_history_years,no_of_existing_loans,existing_emi_lakhs,previous_defaults,bankruptcies,loan_type,loan_purpose,loan_amount_lakhs,tenure_months,interest_rate_pct,ltv_ratio,collateral_value_lakhs,priority_sector,emi_lakhs,foir,loan_to_income_ratio,age_at_loan_maturity,loan_approved,sanctioned_amount_lakhs,internal_score
APP028723,43,Salaried,9,9.32,0.7767,0,Punjab,Urban,825,11,2,0.1031,0,0,Home Loan,Purchase / Construction of House,6.4,185,8.91,61.88,10.37,1,0.0637,0.2148,0.6867,58,1,5.76,105
APP028724,42,Salaried,11,11.88,0.99,0,Karnataka,Semi-Urban,782,4,0,0.0,0,0,Vehicle Loan,Used Car Purchase,41.93,68,9.76,59.02,73.82,0,0.8052,0.8133,3.5295,47,0,0.0,19
APP028725,31,Salaried,4,12.27,1.0225,1,Rajasthan,Rural,723,8,1,0.1745,0,0,Loan Against Property,Medical,109.3,26,10.16,59.48,200.01,0,4.7012,4.7684,8.9079,33,0,0.0,-2
APP028726,21,Salaried,7,16.99,1.4158,2,Uttar Pradesh,Urban,690,2,2,0.2356,0,0,Personal Loan,Marriage,37.34,22,15.54,56.04,0.0,0,1.9614,1.5518,2.1978,22,0,0.0,-35
APP028727,30,Self-Employed Business,11,13.95,1.1625,1,Maharashtra,Urban,537,11,0,0.0,0,0,Vehicle Loan,Used Car Purchase,5.76,52,9.16,43.24,14.41,0,0.1346,0.1158,0.4129,34,0,0.0,53
APP028728,49,Government,16,16.14,1.345,1,Gujarat,Urban,713,8,3,0.2828,1,0,Home Loan,Purchase / Construction of House,110.33,310,9.58,70.98,192.98,1,0.9626,0.9259,6.8358,74,0,0.0,-49
APP028729,45,Salaried,6,16.11,1.3425,1,Delhi,Rural,712,5,2,0.4257,0,1,Vehicle Loan,New Car Purchase,7.03,42,10.72,76.62,11.92,0,0.2015,0.4672,0.4364,48,1,6.74,56
APP028730,38,Government,0,19.3,1.6083,4,Delhi,Rural,810,0,3,0.2791,0,0,Home Loan,Purchase / Construction of House,263.65,136,9.95,51.52,502.21,1,3.2401,2.1881,13.6606,49,0,0.0,-7
APP028731,36,Self-Employed Professional,9,20.82,1.735,2,Maharashtra,Semi-Urban,696,7,3,0.2749,0,0,Business Loan,Machinery Purchase,198.11,17,17.25,58.39,356.37,0,13.2185,7.7772,9.5154,37,0,0.0,-54
APP028732,38,Salaried,11,12.15,1.0125,1,Gujarat,Urban,720,5,2,0.0099,0,0,Gold Loan,Business,31.64,4,16.87,63.04,60.11,1,8.1899,8.0986,2.6041,38,0,0.0,15
APP028733,40,Self-Employed Business,9,98.49,8.2075,2,Karnataka,Urban,690,8,2,2.6748,0,0,Loan Against Property,Business Expansion,442.44,135,10.64,63.0,727.55,0,5.634,1.0123,4.4922,51,0,0.0,7
APP028734,44,Salaried,8,32.94,2.745,3,West Bengal,Urban,852,7,0,0.0,0,1,Loan Against Property,Medical,51.74,180,10.08,53.21,95.96,0,0.5585,0.2035,1.5707,59,1,47.43,83
APP028735,36,Self-Employed Business,15,53.6,4.4667,2,Gujarat,Urban,900,2,1,0.9409,0,0,Home Loan,Purchase / Construction of House,73.74,303,10.4,63.79,133.06,1,0.6895,0.365,1.3757,61,1,64.26,97
APP028736,33,Self-Employed Professional,4,14.4,1.2,1,Maharashtra,Urban,765,5,1,0.2762,0,0,Loan Against Property,Medical,392.03,171,12.39,46.03,1023.82,0,4.8923,4.3071,27.2243,47,0,0.0,8
APP028737,41,Salaried,0,17.11,1.4258,4,Punjab,Rural,749,9,1,0.1868,0,0,Gold Loan,Agriculture,16.87,22,14.34,53.83,40.52,1,0.8766,0.7458,0.986,42,0,0.0,2
APP028738,23,Salaried,4,14.88,1.24,2,Maharashtra,Urban,744,11,0,0.0,0,0,Education Loan,Abroad Education,12.86,180,10.97,84.69,0.0,1,0.1459,0.1177,0.8642,38,1,12.09,98
APP028739,31,Government,11,14.94,1.245,2,Maharashtra,Rural,705,11,1,0.0527,1,0,Loan Against Property,Education,226.67,169,9.69,63.42,427.09,0,2.463,2.0206,15.172,45,0,0.0,-29
APP028740,47,Self-Employed Business,9,6.88,0.5733,3,Maharashtra,Urban,692,6,2,0.0023,0,0,Home Loan,Purchase / Construction of House,176.73,287,9.23,65.45,262.72,1,1.5289,2.6709,25.6875,70,0,0.0,-64
APP028741,25,Self-Employed Business,6,13.24,1.1033,0,Delhi,Semi-Urban,720,4,1,0.0506,0,0,Personal Loan,Travel,13.4,30,21.98,62.43,0.0,0,0.5845,0.5756,1.0121,27,0,0.0,40
APP028742,61,Government,3,7.19,0.5992,3,Punjab,Urban,803,8,0,0.0,0,0,Personal Loan,Medical Emergency,34.69,38,12.06,98.31,0.0,0,1.1028,1.8405,4.8248,64,0,0.0,19
APP028743,29,Government,15,13.48,1.1233,2,Delhi,Rural,502,6,1,0.1282,0,0,Vehicle Loan,New Car Purchase,35.23,79,9.51,59.06,66.08,0,0.6017,0.6498,2.6135,35,0,0.0,-28
APP028744,43,Self-Employed Business,13,15.7,1.3083,2,West Bengal,Rural,766,8,0,0.0,0,1,Gold Loan,Business,38.27,7,15.28,45.23,86.58,1,5.7491,4.3943,2.4376,43,0,0.0,3
APP028745,58,Self-Employed Business,0,37.36,3.1133,2,Delhi,Urban,639,0,3,1.0669,0,0,Education Loan,Domestic Education,20.21,25,14.63,98.17,0.0,1,0.9427,0.6455,0.541,60,0,0.0,-34
APP028746,41,Self-Employed Professional,6,148.68,12.39,3,Uttar Pradesh,Urban,767,8,1,1.8836,0,0,Education Loan,Domestic Education,20.32,142,11.36,43.08,0.0,1,0.2608,0.1731,0.1367,52,1,19.84,105
APP028747,45,Self-Employed Professional,5,37.27,3.1058,3,Punjab,Urban,707,3,4,0.168,1,0,Vehicle Loan,Two Wheeler,41.52,68,10.11,70.45,63.8,0,0.8046,0.3132,1.114,50,1,37.99,63
APP028748,41,Salaried,7,16.42,1.3683,4,Uttar Pradesh,Urban,721,8,3,0.3008,1,0,Vehicle Loan,New Car Purchase,19.16,44,10.78,72.16,34.34,0,0.5291,0.6065,1.1669,44,0,0.0,6
APP028749,41,Salaried,8,9.37,0.7808,2,Rajasthan,Urban,649,9,2,0.2692,0,0,Education Loan,Domestic Education,0.71,89,9.5,75.09,0.0,1,0.0111,0.359,0.0758,48,0,0.0,50
APP028750,34,Government,4,13.82,1.1517,3,Uttar Pradesh,Semi-Urban,690,11,2,0.1609,0,0,Loan Against Property,Medical,51.15,136,9.97,46.74,126.94,0,0.6292,0.686,3.7012,45,0,0.0,13
APP028751,50,Self-Employed Professional,7,15.06,1.255,2,Rajasthan,Urban,776,9,4,0.305,0,0,Home Loan,Purchase / Construction of House,170.72,142,10.07,42.39,521.98,1,2.0621,1.8861,11.336,61,0,0.0,-2
APP028752,21,Salaried,13,15.39,1.2825,3,Karnataka,Semi-Urban,617,8,0,0.0,0,0,Gold Loan,Agriculture,48.95,14,14.96,66.47,90.79,1,3.8321,2.988,3.1806,22,0,0.0,10
APP028753,35,Self-Employed Business,10,62.47,5.2058,3,Uttar Pradesh,Urban,727,4,1,1.208,0,0,Business Loan,Business Expansion,153.69,41,14.77,67.24,277.02,0,4.7961,1.1533,2.4602,38,0,0.0,10
APP028754,33,Self-Employed Business,2,21.4,1.7833,0,Delhi,Urban,646,2,1,0.2139,0,0,Education Loan,Abroad Education,26.31,38,11.05,48.93,0.0,1,0.8237,0.5818,1.2294,36,0,0.0,13
APP028755,35,Self-Employed Business,10,25.12,2.0933,1,Punjab,Rural,725,10,1,0.462,1,0,Vehicle Loan,Used Car Purchase,15.28,48,12.62,73.65,20.08,0,0.407,0.4151,0.6083,39,1,14.0,56
APP028756,45,Salaried,6,26.75,2.2292,2,Punjab,Semi-Urban,695,4,0,0.0,0,0,Business Loan,Working Capital,56.59,41,13.25,54.14,132.28,1,1.7236,0.7732,2.1155,48,0,0.0,-32
APP028757,34,Salaried,4,7.65,0.6375,0,Punjab,Urban,678,12,2,0.0516,0,0,Business Loan,Business Expansion,207.69,20,15.19,79.62,271.57,0,11.8197,18.6216,27.149,35,0,0.0,-51
APP028758,33,Government,8,25.68,2.14,2,Tamil Nadu,Rural,798,5,1,0.0925,0,0,Loan Against Property,Business Expansion,436.27,52,12.49,48.92,984.28,0,10.9066,5.1398,16.9887,37,0,0.0,10
APP028759,47,PSU,11,12.34,1.0283,4,West Bengal,Rural,756,8,1,0.0671,0,0,Business Loan,Working Capital,427.82,54,11.44,64.45,856.98,0,10.173,9.9583,34.6694,51,0,0.0,10
APP028760,30,Salaried,10,14.58,1.215,2,West Bengal,Rural,900,8,2,0.3103,0,0,Home Loan,Purchase / Construction of House,115.64,293,9.26,43.06,346.97,1,0.9972,1.0761,7.9314,54,0,0.0,8
APP028761,46,Self-Employed Business,16,24.12,2.01,4,Rajasthan,Urban,720,15,3,0.1015,0,1,Vehicle Loan,New Car Purchase,16.39,40,11.17,51.13,39.42,0,0.4926,0.2956,0.6795,49,1,14.72,63
APP028762,41,Salaried,9,15.99,1.3325,2,Uttar Pradesh,Rural,622,4,1,0.0282,0,0,Business Loan,Machinery Purchase,260.45,12,13.44,76.57,438.85,0,23.3165,17.5195,16.2883,42,0,0.0,-56
APP028763,34,Government,6,38.62,3.2183,3,Uttar Pradesh,Urban,650,6,0,0.0,0,0,Loan Against Property,Medical,394.71,101,9.99,45.02,1098.79,0,5.7939,1.8003,10.2204,42,0,0.0,-42
APP028764,39,Government,10,13.51,1.1258,1,Rajasthan,Rural,707,10,2,0.3697,0,0,Education Loan,Domestic Education,12.81,99,10.3,82.73,0.0,1,0.1926,0.4995,0.9482,47,1,10.93,87
APP028765,46,Salaried,4,18.88,1.5733,2,Telangana,Urban,806,11,0,0.0,0,0,Home Loan,Purchase / Construction of House,277.08,122,9.13,47.52,690.96,1,3.494,2.2208,14.6758,56,0,0.0,11
APP028766,34,Government,9,13.78,1.1483,3,Karnataka,Urban,871,4,0,0.0,0,0,Personal Loan,Medical Emergency,8.66,39,20.05,51.39,0.0,0,0.304,0.2647,0.6284,37,1,8.61,105
APP028767,32,Self-Employed Business,4,40.08,3.34,1,Maharashtra,Semi-Urban,900,8,1,0.8401,0,0,Vehicle Loan,Used Car Purchase,26.36,35,10.56,74.74,44.02,0,0.8784,0.5145,0.6577,34,1,25.82,81
APP028768,47,Salaried,12,26.24,2.1867,3,Rajasthan,Urban,769,9,3,0.5054,0,1,Business Loan,Business Expansion,324.95,28,16.97,68.2,484.15,0,14.1351,6.6952,12.3838,49,0,0.0,-28
APP028769,39,Salaried,3,12.73,1.0608,0,Gujarat,Urban,772,6,3,0.3095,0,0,Personal Loan,Medical Emergency,23.05,24,22.99,77.58,0.0,0,1.2071,1.4297,1.8107,41,0,0.0,18
APP028770,41,Government,13,21.7,1.8083,3,Punjab,Semi-Urban,715,11,1,0.056,0,0,Gold Loan,Agriculture,15.71,18,10.86,65.02,27.67,1,0.9497,0.5562,0.724,42,0,0.0,43
APP028771,41,Self-Employed Business,0,21.88,1.8233,3,Delhi,Semi-Urban,876,3,3,0.4538,1,0,Loan Against Property,Business Expansion,373.8,94,11.17,42.53,1098.21,0,5.9842,3.531,17.0841,48,0,0.0,-37
APP028772,37,Salaried,0,11.57,0.9642,0,Rajasthan,Semi-Urban,766,15,0,0.0,0,1,Loan Against Property,Medical,476.95,68,11.05,66.31,717.74,0,9.4688,9.8204,41.223,42,0,0.0,-31
APP028773,46,Self-Employed Business,4,20.92,1.7433,1,Uttar Pradesh,Urban,658,6,3,0.2707,0,0,Vehicle Loan,Two Wheeler,18.85,60,12.97,56.57,39.7,0,0.4286,0.4011,0.9011,51,0,0.0,33
APP028774,39,Self-Employed Business,4,19.33,1.6108,0,Punjab,Semi-Urban,820,7,2,0.5389,0,0,Vehicle Loan,New Car Purchase,32.0,50,12.05,79.76,43.16,0,0.8172,0.8419,1.6555,43,0,0.0,21
APP028775,28,Salaried,0,30.45,2.5375,3,Gujarat,Semi-Urban,810,0,0,0.0,0,0,Business Loan,Machinery Purchase,270.65,64,12.53,56.13,498.71,0,5.8194,2.2934,8.8883,33,0,0.0,-12
APP028776,37,Government,16,5.83,0.4858,3,West Bengal,Semi-Urban,612,4,2,0.0167,0,1,Education Loan,Domestic Education,13.53,114,9.65,86.73,0.0,1,0.1817,0.4084,2.3208,46,0,0.0,1
APP028777,23,Self-Employed Business,1,15.24,1.27,0,West Bengal,Semi-Urban,691,3,0,0.0,1,0,Personal Loan,Medical Emergency,3.52,24,12.12,86.15,0.0,0,0.1659,0.1306,0.231,25,0,0.0,19
APP028778,31,Self-Employed Professional,5,35.53,2.9608,2,Tamil Nadu,Urban,572,9,0,0.0,0,1,Vehicle Loan,Used Car Purchase,38.53,52,9.3,56.11,77.08,0,0.9031,0.305,1.0844,35,1,33.84,28
APP028779,34,Self-Employed Business,11,13.76,1.1467,0,Delhi,Urban,785,8,0,0.0,0,0,Personal Loan,Travel,31.59,35,20.98,64.21,0.0,0,1.2143,1.059,2.2958,36,0,0.0,28
APP028780,37,PSU,1,18.95,1.5792,1,Rajasthan,Urban,663,8,2,0.2242,0,1,Vehicle Loan,New Car Purchase,48.8,23,9.86,74.43,76.72,0,2.3372,1.622,2.5752,38,0,0.0,-57
APP028781,37,Self-Employed Professional,12,26.91,2.2425,3,Maharashtra,Semi-Urban,664,7,1,0.4654,1,0,Business Loan,Working Capital,444.92,46,16.28,72.9,628.53,0,13.0655,6.0338,16.5336,40,0,0.0,-76
APP028782,37,Salaried,7,9.98,0.8317,2,Delhi,Urban,617,3,3,0.0144,1,0,Loan Against Property,Business Expansion,420.41,84,12.77,54.23,753.81,0,7.5956,9.1499,42.1253,44,0,0.0,-79
APP028783,27,Self-Employed Business,10,19.77,1.6475,1,Rajasthan,Urban,785,4,1,0.135,0,0,Gold Loan,Business,40.31,7,7.83,74.51,54.71,1,5.9098,3.6691,2.0389,27,0,0.0,16
APP028784,27,Government,4,9.99,0.8325,3,Rajasthan,Rural,796,6,4,0.033,0,0,Business Loan,Business Expansion,268.03,66,12.92,75.53,342.47,0,5.6944,6.8798,26.8298,32,0,0.0,-1
APP028785,48,Self-Employed Business,18,30.42,2.535,1,Maharashtra,Urban,707,4,1,0.7137,2,1,Education Loan,Abroad Education,19.18,78,13.6,51.83,0.0,1,0.3717,0.4282,0.6305,54,0,0.0,35
APP028786,32,Salaried,7,11.52,0.96,4,Gujarat,Urban,740,3,1,0.1125,0,0,Personal Loan,Medical Emergency,3.92,58,23.06,87.97,0.0,0,0.1127,0.2346,0.3403,36,1,3.83,86
APP028787,38,Salaried,4,11.65,0.9708,2,Karnataka,Rural,796,9,1,0.0005,1,0,Education Loan,Abroad Education,5.05,170,9.27,93.03,0.0,1,0.0535,0.0556,0.4335,52,1,4.33,76
APP028788,21,Self-Employed Professional,8,23.05,1.9208,4,Rajasthan,Semi-Urban,787,7,3,0.5955,1,0,Loan Against Property,Education,47.68,97,11.39,67.41,80.12,0,0.7542,0.7027,2.0685,29,0,0.0,12
APP028789,51,Government,4,18.28,1.5233,4,West Bengal,Rural,757,9,1,0.3145,0,0,Education Loan,Abroad Education,28.96,69,13.59,67.31,0.0,1,0.6071,0.605,1.5842,56,1,26.38,50
APP028790,21,Salaried,1,8.95,0.7458,3,West Bengal,Rural,598,1,0,0.0,1,0,Education Loan,Abroad Education,28.27,28,12.65,90.81,0.0,1,1.1712,1.5704,3.1587,23,0,0.0,-65
APP028791,47,Government,3,13.21,1.1008,1,Karnataka,Urban,830,6,0,0.0,1,0,Personal Loan,Marriage,18.43,36,20.3,49.45,0.0,0,0.6877,0.6247,1.3952,50,0,0.0,5
APP028792,31,Self-Employed Business,0,7.34,0.6117,3,Delhi,Semi-Urban,699,7,4,0.1689,0,0,Business Loan,Working Capital,424.25,67,17.03,65.17,634.06,0,9.8541,16.3855,57.7997,36,0,0.0,-67
APP028793,25,Salaried,6,51.2,4.2667,1,Maharashtra,Rural,772,9,0,0.0,2,0,Personal Loan,Marriage,36.11,17,14.47,48.13,0.0,0,2.362,0.5536,0.7053,26,0,0.0,33
APP028794,26,Government,8,10.44,0.87,3,Delhi,Urban,768,8,0,0.0,0,0,Loan Against Property,Education,192.46,40,13.33,48.97,452.3,0,5.9856,6.88,18.4349,29,0,0.0,13
APP028795,43,Salaried,8,21.01,1.7508,2,Delhi,Urban,753,7,2,0.3202,0,0,Education Loan,Abroad Education,11.34,51,9.51,98.58,0.0,1,0.2712,0.3378,0.5397,47,1,10.77,101
APP028796,37,Salaried,0,13.87,1.1558,2,Tamil Nadu,Semi-Urban,799,9,2,0.1055,1,0,Gold Loan,Agriculture,6.93,8,14.57,59.99,13.67,1,0.9142,0.8822,0.4996,37,0,0.0,-13
APP028797,47,Self-Employed Professional,13,18.9,1.575,3,Maharashtra,Urban,679,9,2,0.084,2,0,Vehicle Loan,Two Wheeler,21.55,52,10.43,81.64,30.1,0,0.5169,0.3815,1.1402,51,0,0.0,21
APP028798,45,Salaried,16,14.03,1.1692,1,Rajasthan,Urban,735,2,4,0.4081,0,0,Loan Against Property,Business Expansion,150.49,92,9.86,59.46,260.45,0,2.3376,2.3484,10.7263,52,0,0.0,-14
APP028799,26,Salaried,14,9.52,0.7933,1,Uttar Pradesh,Semi-Urban,753,6,3,0.1055,0,0,Loan Against Property,Medical,420.38,162,11.96,41.2,1010.74,0,5.2409,6.7394,44.1576,39,0,0.0,1
APP028800,49,Government,9,19.05,1.5875,2,Maharashtra,Semi-Urban,627,8,0,0.0,0,0,Gold Loan,Business,5.42,4,11.42,41.35,13.62,1,1.3874,0.874,0.2845,49,0,0.0,20
APP028801,47,Salaried,5,10.13,0.8442,1,Delhi,Rural,668,5,0,0.0,0,1,Business Loan,Business Expansion,73.8,14,15.1,72.38,121.88,1,5.7824,6.8496,7.2853,48,0,0.0,-73
APP028802,30,Self-Employed Professional,8,33.32,2.7767,0,Uttar Pradesh,Urban,683,10,0,0.0,0,0,Loan Against Property,Business Expansion,308.14,136,10.12,51.53,648.94,0,3.8167,1.3745,9.2479,41,0,0.0,1
APP028803,40,Self-Employed Business,15,9.64,0.8033,0,Tamil Nadu,Semi-Urban,582,10,3,0.2231,0,0,Business Loan,Machinery Purchase,71.33,78,16.16,61.26,137.76,1,1.483,2.1239,7.3994,46,0,0.0,-54
APP028804,40,Salaried,4,7.51,0.6258,3,Rajasthan,Urban,743,13,0,0.0,0,0,Gold Loan,Agriculture,49.4,7,10.8,45.49,113.5,1,7.3135,11.6866,6.5779,40,0,0.0,1
APP028805,44,Self-Employed Business,8,26.1,2.175,4,Telangana,Semi-Urban,585,5,0,0.0,0,0,Vehicle Loan,Used Car Purchase,37.29,73,9.02,40.47,87.72,0,0.6656,0.306,1.4287,50,1,33.8,53
APP028806,32,Salaried,1,9.8,0.8167,2,Punjab,Urban,699,13,3,0.1431,0,0,Vehicle Loan,Used Car Purchase,11.31,48,9.43,65.68,20.04,0,0.2838,0.5227,1.1541,36,1,10.49,56
APP028807,45,Government,6,7.21,0.6008,2,Uttar Pradesh,Semi-Urban,654,9,0,0.0,0,0,Loan Against Property,Medical,238.63,94,12.17,43.74,558.51,0,3.95,6.5746,33.0971,52,0,0.0,-42
APP028808,39,Salaried,2,10.1,0.8417,2,Gujarat,Urban,692,3,0,0.0,0,0,Vehicle Loan,Used Car Purchase,44.02,43,9.7,84.94,59.33,0,1.216,1.4447,4.3584,42,0,0.0,0
APP028809,46,Salaried,10,37.23,3.1025,0,Maharashtra,Rural,778,9,0,0.0,0,0,Home Loan,Purchase / Construction of House,265.23,155,9.58,65.14,501.94,1,2.9889,0.9634,7.1241,58,0,0.0,7
APP028810,35,Self-Employed Business,3,21.36,1.78,2,Punjab,Semi-Urban,768,6,0,0.0,1,0,Loan Against Property,Medical,342.02,95,13.4,42.37,1043.53,0,5.8596,3.2919,16.0122,42,0,0.0,-14
APP028811,27,PSU,14,16.55,1.3792,1,Punjab,Urban,779,6,1,0.2629,0,0,Vehicle Loan,Used Car Purchase,14.64,61,13.09,46.13,35.51,0,0.3299,0.4298,0.8846,32,1,14.44,97
APP028812,42,Self-Employed Business,0,38.36,3.1967,2,Delhi,Semi-Urban,772,2,0,0.0,0,0,Loan Against Property,Business Expansion,176.15,75,10.44,55.13,315.74,0,3.2075,1.0034,4.592,48,0,0.0,6
APP028813,39,Self-Employed Professional,11,48.5,4.0417,0,Karnataka,Semi-Urban,788,9,2,0.0334,0,0,Education Loan,Abroad Education,8.61,139,13.14,40.17,0.0,1,0.1209,0.0382,0.1775,50,1,7.86,105
APP028814,24,Self-Employed Professional,4,22.2,1.85,3,West Bengal,Urban,710,11,1,0.5268,0,1,Home Loan,Purchase / Construction of House,214.58,225,10.08,58.47,408.45,1,2.1262,1.4341,9.6658,42,0,0.0,-27
APP028815,54,Self-Employed Business,7,12.07,1.0058,4,Tamil Nadu,Urban,711,6,0,0.0,0,0,Education Loan,Abroad Education,29.99,180,12.82,44.18,0.0,1,0.3759,0.3737,2.4847,69,1,26.01,78
APP028816,21,Self-Employed Professional,9,30.13,2.5108,4,Telangana,Semi-Urban,681,9,2,0.3429,0,1,Home Loan,Purchase / Construction of House,111.6,342,10.3,47.37,285.0,1,1.0123,0.5397,3.7039,49,0,0.0,-6
APP028817,39,Salaried,17,26.96,2.2467,2,Gujarat,Urban,689,4,0,0.0,0,0,Loan Against Property,Education,328.8,120,10.19,61.47,561.08,0,4.3798,1.9494,12.1958,49,0,0.0,-8
APP028818,29,Self-Employed Professional,4,26.88,2.24,2,Karnataka,Urban,665,1,2,0.7368,0,0,Gold Loan,Agriculture,32.94,18,15.03,43.16,84.65,1,2.0554,1.2465,1.2254,30,0,0.0,5
APP028819,44,Salaried,13,61.48,5.1233,2,Karnataka,Urban,578,5,0,0.0,0,0,Gold Loan,Business,35.93,7,9.54,40.2,89.2,1,5.2974,1.034,0.5844,44,0,0.0,-27
APP028820,56,Government,5,17.73,1.4775,0,Delhi,Urban,754,5,1,0.16,1,0,Loan Against Property,Business Expansion,339.79,163,12.04,62.84,675.81,0,4.2428,2.9799,19.1647,69,0,0.0,-32
APP028821,52,Salaried,6,10.49,0.8742,2,Maharashtra,Semi-Urban,592,3,2,0.1768,0,0,Loan Against Property,Business Expansion,454.58,138,10.38,57.91,852.54,0,5.6549,6.6709,43.3346,63,0,0.0,-55
APP028822,42,Salaried,9,10.3,0.8583,3,Gujarat,Rural,748,3,3,0.0052,0,0,Education Loan,Abroad Education,12.55,143,11.79,98.83,0.0,1,0.1638,0.1969,1.2184,53,1,11.99,79
APP028823,29,Self-Employed Business,12,35.71,2.9758,1,Tamil Nadu,Semi-Urban,683,14,0,0.0,0,0,Education Loan,Domestic Education,20.68,59,8.32,55.49,0.0,1,0.4283,0.1439,0.5791,33,1,19.93,98
APP028824,36,Self-Employed Business,15,38.45,3.2042,3,Karnataka,Urban,797,7,2,0.7645,0,0,Loan Against Property,Business Expansion,278.16,174,11.97,44.62,660.92,0,3.3747,1.2918,7.2343,50,0,0.0,8
APP028825,54,Self-Employed Business,11,9.57,0.7975,2,Gujarat,Urban,709,7,1,0.1552,1,0,Vehicle Loan,Two Wheeler,4.27,83,8.89,66.92,6.27,0,0.0691,0.2813,0.4462,60,1,3.97,70
APP028826,35,PSU,11,18.51,1.5425,4,Maharashtra,Rural,699,4,2,0.2153,0,0,Gold Loan,Agriculture,30.95,15,12.45,51.04,70.71,1,2.2387,1.5909,1.6721,36,0,0.0,12
APP028827,34,PSU,0,22.35,1.8625,4,Karnataka,Semi-Urban,806,5,0,0.0,0,0,Personal Loan,Marriage,1.49,43,14.45,81.71,0.0,0,0.0446,0.0239,0.0667,37,1,1.27,110
APP028828,34,Government,8,10.34,0.8617,2,West Bengal,Rural,633,0,1,0.1947,0,1,Home Loan,Purchase / Construction of House,210.14,259,9.14,42.04,545.27,1,1.8614,2.3861,20.323,55,0,0.0,-80
APP028829,43,Salaried,19,15.42,1.285,2,Karnataka,Urban,624,19,3,0.0818,0,0,Vehicle Loan,New Car Purchase,31.25,23,12.34,61.63,60.18,0,1.5326,1.2563,2.0266,44,0,0.0,-37
APP028830,30,Salaried,1,5.63,0.4692,1,Rajasthan,Rural,667,13,2,0.1085,0,0,Business Loan,Working Capital,40.12,31,16.13,42.09,100.02,1,1.5911,3.6223,7.1261,32,0,0.0,-52
APP028831,34,Self-Employed Professional,9,50.7,4.225,3,Karnataka,Urban,675,4,1,1.258,0,1,Business Loan,Machinery Purchase,208.0,54,16.77,55.3,484.48,0,5.512,1.6024,4.1026,38,0,0.0,-64
APP028832,48,Salaried,7,28.63,2.3858,2,Maharashtra,Semi-Urban,608,12,0,0.0,0,0,Gold Loan,Personal Need,24.39,15,10.03,62.22,39.73,1,1.7368,0.728,0.8519,49,0,0.0,18
APP028833,36,Salaried,6,7.29,0.6075,1,West Bengal,Urban,862,3,3,0.2033,0,0,Personal Loan,Marriage,9.9,29,23.88,93.45,0.0,0,0.4526,1.0797,1.358,38,0,0.0,9
APP028834,26,Self-Employed Business,7,33.82,2.8183,4,West Bengal,Urban,683,1,0,0.0,0,0,Education Loan,Domestic Education,28.5,70,9.67,41.43,0.0,1,0.5343,0.1896,0.8427,31,1,25.63,88
APP028835,30,Salaried,12,11.84,0.9867,2,Delhi,Urban,555,8,1,0.1168,0,0,Loan Against Property,Medical,43.45,69,10.2,43.44,101.05,0,0.8349,0.9645,3.6698,35,0,0.0,-34
APP028836,38,Self-Employed Business,5,17.64,1.47,2,Tamil Nadu,Urban,685,6,1,0.1125,0,0,Vehicle Loan,Two Wheeler,48.13,68,10.13,64.17,85.4,0,0.9332,0.7114,2.7285,43,0,0.0,15
APP028837,38,Salaried,7,13.09,1.0908,3,Rajasthan,Urban,697,10,1,0.1211,0,0,Loan Against Property,Medical,453.58,158,11.7,66.7,697.59,0,5.64,5.2815,34.6509,51,0,0.0,-6
APP028838,32,Self-Employed Business,9,55.21,4.6008,2,West Bengal,Semi-Urban,744,2,2,1.5463,0,0,Vehicle Loan,Used Car Purchase,31.34,66,11.9,81.9,40.41,0,0.6493,0.4772,0.5677,37,1,26.99,76
APP028839,32,Self-Employed Professional,9,55.47,4.6225,3,Tamil Nadu,Semi-Urban,765,7,3,1.1028,0,0,Loan Against Property,Medical,420.62,115,9.94,66.03,715.45,0,5.6862,1.4687,7.5828,41,0,0.0,-3
APP028840,34,Self-Employed Business,8,22.65,1.8875,2,Karnataka,Semi-Urban,633,4,3,0.2098,0,0,Vehicle Loan,Used Car Purchase,20.1,38,10.08,49.36,46.26,0,0.6201,0.4397,0.8874,37,0,0.0,28
APP028841,41,Self-Employed Professional,5,24.26,2.0217,2,Karnataka,Urban,825,11,3,0.4861,1,0,Home Loan,Purchase / Construction of House,153.96,100,8.61,45.54,369.09,1,2.1627,1.3102,6.3462,49,0,0.0,-24
APP028842,35,Salaried,9,23.2,1.9333,2,Gujarat,Rural,726,9,1,0.283,0,1,Personal Loan,Debt Consolidation,17.2,48,17.67,96.05,0.0,0,0.5023,0.4062,0.7414,39,1,15.83,56
APP028843,39,Salaried,11,16.15,1.3458,3,Rajasthan,Urban,682,10,2,0.4127,0,0,Vehicle Loan,Used Car Purchase,15.02,78,11.31,43.93,34.1,0,0.2728,0.5094,0.93,45,1,14.86,75
APP028844,46,Self-Employed Professional,8,11.48,0.9567,3,Punjab,Rural,667,6,0,0.0,0,0,Vehicle Loan,Two Wheeler,13.74,61,11.0,71.84,24.0,0,0.2951,0.3085,1.1969,51,1,12.17,53
APP028845,36,Salaried,13,10.71,0.8925,2,Uttar Pradesh,Urban,749,12,1,0.1678,0,0,Gold Loan,Agriculture,40.6,9,13.79,47.71,87.74,1,4.7743,5.5374,3.7908,36,0,0.0,11
